order_id,customer_id,order_date,city,courier_partner,promised_date,delivery_date,order_status
O1022,C236,2025-11-10 00:00:00,Pune,FastEx,2025-11-12 00:00:00,2025-11-13 00:00:00,Delivered
O1023,C340,2025-10-06 00:00:00,Mumbai,QuickShip,2025-10-10 00:00:00,2025-10-11 00:00:00,Delivered
O1024,C228,2025-12-08 00:00:00,Nagpur,QuickShip,2025-12-10 00:00:00,2025-12-11 00:00:00,Delivered
O1025,C9,2025-11-13 00:00:00,Mumbai,FastEx,2025-11-17 00:00:00,2025-11-19 00:00:00,Delivered
O1026,C166,2025-12-03 00:00:00,Pune,FastEx,2025-12-05 00:00:00,2025-12-06 00:00:00,Delivered
O1027,C319,2025-10-29 00:00:00,Pune,FastEx,2025-10-31 00:00:00,2025-10-31 00:00:00,Delivered
O1028,C214,2025-10-28 00:00:00,Nagpur,FastEx,2025-10-31 00:00:00,2025-11-01 00:00:00,Cancelled
O1029,C117,2025-10-11 00:00:00,Mumbai,ShipNow,2025-10-13 00:00:00,2025-10-14 00:00:00,Delivered
O1030,C386,2025-12-04 00:00:00,Indore,ShipNow,2025-12-06 00:00:00,2025-12-08 00:00:00,Delivered
O1031,C344,2025-10-19 00:00:00,Indore,FastEx,2025-10-23 00:00:00,2025-10-23 00:00:00,Delivered
O1032,C72,2025-10-09 00:00:00,Pune,QuickShip,2025-10-11 00:00:00,2025-10-13 00:00:00,Delivered
O1033,C395,2025-10-27 00:00:00,Nagpur,ShipNow,2025-10-30 00:00:00,2025-10-31 00:00:00,Delivered
O1034,C64,2025-11-03 00:00:00,Mumbai,FastEx,2025-11-07 00:00:00,2025-11-08 00:00:00,Delivered
O1035,C205,2025-11-13 00:00:00,Mumbai,ShipNow,2025-11-16 00:00:00,2025-11-18 00:00:00,Delivered
O1036,C209,2025-12-07 00:00:00,Pune,ShipNow,2025-12-10 00:00:00,2025-12-12 00:00:00,Delivered
O1037,C72,2025-12-21 00:00:00,Pune,FastEx,2025-12-24 00:00:00,2025-12-26 00:00:00,Delivered
O1038,C277,2025-10-15 00:00:00,Mumbai,FastEx,2025-10-18 00:00:00,2025-10-20 00:00:00,Delivered
O1039,C274,2025-11-20 00:00:00,Mumbai,ShipNow,2025-11-24 00:00:00,2025-11-26 00:00:00,Delivered
O1040,C320,2025-10-13 00:00:00,Pune,QuickShip,2025-10-15 00:00:00,2025-10-18 00:00:00,Delivered
O1041,C338,2025-12-22 00:00:00,Mumbai,FastEx,2025-12-25 00:00:00,2025-12-26 00:00:00,Delivered
O1042,C366,2025-11-18 00:00:00,Indore,FastEx,2025-11-22 00:00:00,2025-11-25 00:00:00,Cancelled
O1043,C95,2025-12-09 00:00:00,Pune,QuickShip,2025-12-12 00:00:00,2025-12-15 00:00:00,Delivered
O1044,C166,2025-11-25 00:00:00,Mumbai,QuickShip,2025-11-27 00:00:00,2025-11-30 00:00:00,Delivered
O1045,C32,2025-12-15 00:00:00,Pune,QuickShip,2025-12-19 00:00:00,2025-12-20 00:00:00,Delivered
O1046,C11,2025-11-20 00:00:00,Nagpur,ShipNow,2025-11-24 00:00:00,2025-11-26 00:00:00,Delivered
O1047,C301,2025-11-06 00:00:00,Pune,FastEx,2025-11-08 00:00:00,2025-11-09 00:00:00,Delivered
O1048,C217,2025-10-17 00:00:00,Pune,QuickShip,2025-10-21 00:00:00,2025-10-24 00:00:00,Delivered
O1049,C289,2025-11-27 00:00:00,Nagpur,QuickShip,2025-11-29 00:00:00,2025-12-02 00:00:00,Delivered
O1050,C102,2025-12-26 00:00:00,Indore,QuickShip,2025-12-30 00:00:00,2026-01-04 00:00:00,RTO
O1051,C392,2025-12-29 00:00:00,Mumbai,FastEx,2026-01-02 00:00:00,2026-01-04 00:00:00,Delivered
O1052,C267,2025-10-29 00:00:00,Nagpur,ShipNow,2025-10-31 00:00:00,2025-11-03 00:00:00,Delivered
O1053,C214,2025-11-02 00:00:00,Pune,ShipNow,2025-11-04 00:00:00,2025-11-04 00:00:00,Delivered
O1054,C179,2025-11-29 00:00:00,Mumbai,QuickShip,2025-12-03 00:00:00,2025-12-07 00:00:00,RTO
O1055,C88,2025-12-28 00:00:00,Nagpur,QuickShip,2026-01-01 00:00:00,2026-01-04 00:00:00,Delivered
O1056,C41,2025-11-24 00:00:00,Mumbai,FastEx,2025-11-26 00:00:00,2025-11-28 00:00:00,Delivered
O1057,C76,2025-10-10 00:00:00,Mumbai,QuickShip,2025-10-12 00:00:00,2025-10-16 00:00:00,RTO
O1058,C377,2025-11-16 00:00:00,Nagpur,QuickShip,2025-11-20 00:00:00,2025-11-23 00:00:00,Delivered
O1059,C46,2025-10-23 00:00:00,Mumbai,QuickShip,2025-10-27 00:00:00,2025-10-28 00:00:00,Delivered
O1060,C160,2025-12-24 00:00:00,Indore,ShipNow,2025-12-28 00:00:00,2025-12-30 00:00:00,Delivered
O1061,C80,2025-10-21 00:00:00,Nagpur,QuickShip,2025-10-23 00:00:00,2025-10-26 00:00:00,Delivered
O1062,C310,2025-10-13 00:00:00,Indore,FastEx,2025-10-17 00:00:00,2025-10-18 00:00:00,Delivered
O1063,C86,2025-11-02 00:00:00,Pune,ShipNow,2025-11-05 00:00:00,2025-11-05 00:00:00,Delivered
O1064,C92,2025-10-24 00:00:00,Mumbai,FastEx,2025-10-26 00:00:00,2025-10-27 00:00:00,Delivered
O1065,C148,2025-10-11 00:00:00,Pune,FastEx,2025-10-15 00:00:00,2025-10-15 00:00:00,Delivered
O1066,C161,2025-10-17 00:00:00,Pune,FastEx,2025-10-19 00:00:00,2025-10-21 00:00:00,Delivered
O1067,C202,2025-12-07 00:00:00,Mumbai,QuickShip,2025-12-10 00:00:00,2025-12-12 00:00:00,Delivered
O1068,C242,2025-11-16 00:00:00,Nagpur,ShipNow,2025-11-18 00:00:00,2025-11-18 00:00:00,Delivered
O1069,C353,2025-10-25 00:00:00,Mumbai,QuickShip,2025-10-29 00:00:00,2025-11-01 00:00:00,Delivered
O1070,C2,2025-12-12 00:00:00,Pune,ShipNow,2025-12-15 00:00:00,2025-12-17 00:00:00,Delivered
O1071,C225,2025-10-21 00:00:00,Pune,QuickShip,2025-10-24 00:00:00,2025-10-27 00:00:00,Delivered
O1072,C289,2025-12-23 00:00:00,Nagpur,FastEx,2025-12-27 00:00:00,2025-12-28 00:00:00,Delivered
O1073,C233,2025-12-22 00:00:00,Mumbai,ShipNow,2025-12-26 00:00:00,2025-12-27 00:00:00,Delivered
O1074,C77,2025-12-22 00:00:00,Pune,FastEx,2025-12-26 00:00:00,2025-12-26 00:00:00,Delivered
O1075,C116,2025-10-12 00:00:00,Indore,FastEx,2025-10-14 00:00:00,2025-10-15 00:00:00,Cancelled
O1076,C154,2025-11-06 00:00:00,Pune,QuickShip,2025-11-08 00:00:00,2025-11-09 00:00:00,Delivered
O1077,C103,2025-11-11 00:00:00,Pune,FastEx,2025-11-13 00:00:00,2025-11-13 00:00:00,Delivered
O1078,C194,2025-10-17 00:00:00,Nagpur,FastEx,2025-10-21 00:00:00,2025-10-23 00:00:00,Delivered
O1079,C166,2025-11-17 00:00:00,Indore,QuickShip,2025-11-21 00:00:00,2025-11-23 00:00:00,Delivered
O1080,C359,2025-10-28 00:00:00,Pune,QuickShip,2025-10-30 00:00:00,2025-10-31 00:00:00,Cancelled
O1081,C90,2025-11-10 00:00:00,Pune,QuickShip,2025-11-13 00:00:00,2025-11-17 00:00:00,RTO
O1082,C174,2025-11-16 00:00:00,Indore,ShipNow,2025-11-18 00:00:00,2025-11-20 00:00:00,Delivered
O1083,C122,2025-10-18 00:00:00,Mumbai,QuickShip,2025-10-21 00:00:00,2025-10-22 00:00:00,Delivered
O1084,C143,2025-12-17 00:00:00,Mumbai,ShipNow,2025-12-21 00:00:00,2025-12-22 00:00:00,Delivered
O1085,C106,2025-12-10 00:00:00,Pune,FastEx,2025-12-14 00:00:00,2025-12-14 00:00:00,Delivered
O1086,C375,2025-10-13 00:00:00,Pune,QuickShip,2025-10-15 00:00:00,2025-10-16 00:00:00,Cancelled
O1087,C305,2025-12-21 00:00:00,Mumbai,ShipNow,2025-12-23 00:00:00,2025-12-24 00:00:00,Delivered
O1088,C360,2025-10-13 00:00:00,Nagpur,QuickShip,2025-10-17 00:00:00,2025-10-20 00:00:00,Delivered
O1089,C317,2025-10-31 00:00:00,Indore,QuickShip,2025-11-02 00:00:00,2025-11-03 00:00:00,Cancelled
O1090,C123,2025-10-02 00:00:00,Indore,FastEx,2025-10-06 00:00:00,2025-10-09 00:00:00,Delivered
O1091,C390,2025-10-16 00:00:00,Nagpur,FastEx,2025-10-20 00:00:00,2025-10-22 00:00:00,Delivered
O1092,C9,2025-10-09 00:00:00,Nagpur,QuickShip,2025-10-12 00:00:00,2025-10-14 00:00:00,Delivered
O1093,C262,2025-12-12 00:00:00,Nagpur,FastEx,2025-12-14 00:00:00,2025-12-14 00:00:00,Delivered
O1094,C73,2025-11-07 00:00:00,Nagpur,ShipNow,2025-11-11 00:00:00,2025-11-11 00:00:00,Delivered
O1095,C359,2025-12-14 00:00:00,Nagpur,FastEx,2025-12-16 00:00:00,2025-12-18 00:00:00,Delivered
O1096,C223,2025-11-23 00:00:00,Nagpur,ShipNow,2025-11-26 00:00:00,2025-11-28 00:00:00,Delivered
O1097,C41,2025-11-25 00:00:00,Indore,ShipNow,2025-11-28 00:00:00,2025-11-29 00:00:00,Delivered
O1098,C370,2025-12-25 00:00:00,Nagpur,FastEx,2025-12-27 00:00:00,2025-12-29 00:00:00,Delivered
O1099,C204,2025-12-26 00:00:00,Mumbai,FastEx,2025-12-28 00:00:00,2025-12-29 00:00:00,Delivered
O1100,C264,2025-11-14 00:00:00,Nagpur,ShipNow,2025-11-18 00:00:00,2025-11-19 00:00:00,Delivered
O1101,C328,2025-11-03 00:00:00,Nagpur,ShipNow,2025-11-06 00:00:00,2025-11-07 00:00:00,Delivered
O1102,C178,2025-10-09 00:00:00,Indore,QuickShip,2025-10-12 00:00:00,2025-10-17 00:00:00,RTO
O1103,C348,2025-12-27 00:00:00,Indore,FastEx,2025-12-30 00:00:00,2025-12-31 00:00:00,Delivered
O1104,C318,2025-10-08 00:00:00,Nagpur,QuickShip,2025-10-10 00:00:00,2025-10-13 00:00:00,Delivered
O1105,C84,2025-10-07 00:00:00,Indore,QuickShip,2025-10-11 00:00:00,2025-10-13 00:00:00,Delivered
O1106,C318,2025-11-05 00:00:00,Pune,FastEx,2025-11-07 00:00:00,2025-11-08 00:00:00,Delivered
O1107,C111,2025-10-18 00:00:00,Indore,QuickShip,2025-10-20 00:00:00,2025-10-25 00:00:00,RTO
O1108,C251,2025-10-03 00:00:00,Indore,FastEx,2025-10-05 00:00:00,2025-10-08 00:00:00,Cancelled
O1109,C383,2025-10-28 00:00:00,Indore,FastEx,2025-11-01 00:00:00,2025-11-01 00:00:00,Delivered
O1110,C7,2025-12-09 00:00:00,Indore,FastEx,2025-12-11 00:00:00,2025-12-12 00:00:00,Delivered
O1111,C84,2025-11-13 00:00:00,Mumbai,FastEx,2025-11-16 00:00:00,2025-11-16 00:00:00,Delivered
O1112,C208,2025-10-21 00:00:00,Mumbai,FastEx,2025-10-24 00:00:00,2025-10-25 00:00:00,Delivered
O1113,C388,2025-10-28 00:00:00,Mumbai,QuickShip,2025-10-31 00:00:00,2025-11-04 00:00:00,RTO
O1114,C390,2025-11-23 00:00:00,Nagpur,FastEx,2025-11-27 00:00:00,2025-11-27 00:00:00,Delivered
O1115,C314,2025-11-23 00:00:00,Nagpur,FastEx,2025-11-25 00:00:00,2025-11-25 00:00:00,Delivered
O1116,C22,2025-12-04 00:00:00,Pune,FastEx,2025-12-08 00:00:00,2025-12-08 00:00:00,Delivered
O1117,C383,2025-10-21 00:00:00,Mumbai,ShipNow,2025-10-23 00:00:00,2025-10-24 00:00:00,Delivered
O1118,C3,2025-10-13 00:00:00,Nagpur,QuickShip,2025-10-16 00:00:00,2025-10-19 00:00:00,Delivered
O1119,C127,2025-11-26 00:00:00,Indore,QuickShip,2025-11-28 00:00:00,2025-11-29 00:00:00,Delivered
O1120,C297,2025-11-18 00:00:00,Indore,QuickShip,2025-11-20 00:00:00,2025-11-23 00:00:00,Delivered
O1121,C188,2025-11-23 00:00:00,Mumbai,ShipNow,2025-11-25 00:00:00,2025-11-26 00:00:00,Cancelled
O1122,C362,2025-10-10 00:00:00,Pune,FastEx,2025-10-14 00:00:00,2025-10-14 00:00:00,Cancelled
O1123,C14,2025-11-22 00:00:00,Pune,QuickShip,2025-11-24 00:00:00,2025-11-26 00:00:00,Delivered
O1124,C12,2025-11-13 00:00:00,Indore,QuickShip,2025-11-15 00:00:00,2025-11-17 00:00:00,Delivered
O1125,C87,2025-11-16 00:00:00,Pune,QuickShip,2025-11-18 00:00:00,2025-11-21 00:00:00,Delivered
O1126,C12,2025-11-22 00:00:00,Mumbai,FastEx,2025-11-26 00:00:00,2025-11-27 00:00:00,Delivered
O1127,C397,2025-12-13 00:00:00,Indore,QuickShip,2025-12-17 00:00:00,2025-12-22 00:00:00,RTO
O1128,C25,2025-11-15 00:00:00,Nagpur,FastEx,2025-11-19 00:00:00,2025-11-19 00:00:00,Cancelled
O1129,C301,2025-10-13 00:00:00,Nagpur,QuickShip,2025-10-15 00:00:00,2025-10-18 00:00:00,Delivered
O1130,C243,2025-11-06 00:00:00,Pune,QuickShip,2025-11-09 00:00:00,2025-11-13 00:00:00,RTO
O1131,C122,2025-10-24 00:00:00,Indore,FastEx,2025-10-27 00:00:00,2025-10-29 00:00:00,Delivered
O1132,C147,2025-10-02 00:00:00,Indore,ShipNow,2025-10-05 00:00:00,2025-10-05 00:00:00,Delivered
O1133,C55,2025-12-25 00:00:00,Nagpur,FastEx,2025-12-27 00:00:00,2025-12-30 00:00:00,Cancelled
O1134,C238,2025-12-20 00:00:00,Indore,ShipNow,2025-12-23 00:00:00,2025-12-25 00:00:00,Delivered
O1135,C356,2025-10-14 00:00:00,Indore,QuickShip,2025-10-17 00:00:00,2025-10-20 00:00:00,Delivered
O1136,C173,2025-10-10 00:00:00,Indore,FastEx,2025-10-13 00:00:00,2025-10-15 00:00:00,Delivered
O1137,C392,2025-11-04 00:00:00,Pune,FastEx,2025-11-06 00:00:00,2025-11-07 00:00:00,Delivered
O1138,C221,2025-10-25 00:00:00,Indore,ShipNow,2025-10-28 00:00:00,2025-10-30 00:00:00,Cancelled
O1139,C119,2025-10-03 00:00:00,Mumbai,FastEx,2025-10-06 00:00:00,2025-10-07 00:00:00,Delivered
O1140,C309,2025-10-17 00:00:00,Pune,FastEx,2025-10-19 00:00:00,2025-10-21 00:00:00,Delivered
O1141,C183,2025-10-12 00:00:00,Indore,FastEx,2025-10-16 00:00:00,2025-10-18 00:00:00,Delivered
O1142,C288,2025-11-23 00:00:00,Indore,QuickShip,2025-11-26 00:00:00,2025-11-29 00:00:00,Delivered
O1143,C307,2025-10-24 00:00:00,Mumbai,QuickShip,2025-10-28 00:00:00,2025-10-31 00:00:00,Delivered
O1144,C300,2025-10-29 00:00:00,Pune,FastEx,2025-11-01 00:00:00,2025-11-03 00:00:00,Delivered
O1145,C82,2025-11-12 00:00:00,Nagpur,FastEx,2025-11-14 00:00:00,2025-11-15 00:00:00,Delivered
O1146,C211,2025-10-25 00:00:00,Nagpur,FastEx,2025-10-29 00:00:00,2025-10-29 00:00:00,Delivered
O1147,C150,2025-11-29 00:00:00,Pune,FastEx,2025-12-03 00:00:00,2025-12-03 00:00:00,Delivered
O1148,C37,2025-12-29 00:00:00,Indore,QuickShip,2026-01-02 00:00:00,2026-01-06 00:00:00,RTO
O1149,C352,2025-12-04 00:00:00,Indore,QuickShip,2025-12-08 00:00:00,2025-12-13 00:00:00,RTO
O1150,C312,2025-12-23 00:00:00,Nagpur,FastEx,2025-12-26 00:00:00,2025-12-26 00:00:00,Delivered
O1151,C361,2025-10-28 00:00:00,Nagpur,FastEx,2025-10-31 00:00:00,2025-11-02 00:00:00,Delivered
O1152,C59,2025-10-16 00:00:00,Nagpur,FastEx,2025-10-20 00:00:00,2025-10-23 00:00:00,Delivered
O1153,C131,2025-11-16 00:00:00,Mumbai,ShipNow,2025-11-19 00:00:00,2025-11-20 00:00:00,Delivered
O1154,C202,2025-12-20 00:00:00,Nagpur,ShipNow,2025-12-24 00:00:00,2025-12-25 00:00:00,Delivered
O1155,C243,2025-11-27 00:00:00,Mumbai,ShipNow,2025-12-01 00:00:00,2025-12-01 00:00:00,Delivered
O1156,C35,2025-12-15 00:00:00,Pune,FastEx,2025-12-17 00:00:00,2025-12-19 00:00:00,Delivered
O1157,C93,2025-10-27 00:00:00,Indore,FastEx,2025-10-31 00:00:00,2025-11-02 00:00:00,Delivered
O1158,C207,2025-11-22 00:00:00,Nagpur,FastEx,2025-11-25 00:00:00,2025-11-27 00:00:00,Delivered
O1159,C353,2025-11-11 00:00:00,Indore,FastEx,2025-11-15 00:00:00,2025-11-15 00:00:00,Delivered
O1160,C391,2025-11-28 00:00:00,Indore,QuickShip,2025-11-30 00:00:00,2025-12-02 00:00:00,Delivered
O1161,C332,2025-11-16 00:00:00,Nagpur,ShipNow,2025-11-19 00:00:00,2025-11-21 00:00:00,Delivered
O1162,C305,2025-11-03 00:00:00,Nagpur,ShipNow,2025-11-05 00:00:00,2025-11-07 00:00:00,Delivered
O1163,C350,2025-11-06 00:00:00,Pune,ShipNow,2025-11-08 00:00:00,2025-11-10 00:00:00,Cancelled
O1164,C213,2025-10-06 00:00:00,Mumbai,FastEx,2025-10-10 00:00:00,2025-10-10 00:00:00,Delivered
O1165,C159,2025-10-07 00:00:00,Mumbai,QuickShip,2025-10-09 00:00:00,2025-10-13 00:00:00,RTO
O1166,C24,2025-10-25 00:00:00,Indore,FastEx,2025-10-27 00:00:00,2025-10-28 00:00:00,Delivered
O1167,C293,2025-11-02 00:00:00,Nagpur,FastEx,2025-11-05 00:00:00,2025-11-07 00:00:00,Delivered
O1168,C4,2025-11-24 00:00:00,Pune,QuickShip,2025-11-26 00:00:00,2025-11-27 00:00:00,Delivered
O1169,C220,2025-11-27 00:00:00,Pune,FastEx,2025-12-01 00:00:00,2025-12-03 00:00:00,Cancelled
O1170,C364,2025-10-07 00:00:00,Pune,QuickShip,2025-10-11 00:00:00,2025-10-12 00:00:00,Delivered
O1171,C382,2025-11-26 00:00:00,Pune,FastEx,2025-11-30 00:00:00,2025-11-30 00:00:00,Delivered
O1172,C20,2025-10-12 00:00:00,Pune,QuickShip,2025-10-14 00:00:00,2025-10-17 00:00:00,Cancelled
O1173,C152,2025-10-16 00:00:00,Mumbai,ShipNow,2025-10-19 00:00:00,2025-10-20 00:00:00,Delivered
O1174,C50,2025-12-19 00:00:00,Mumbai,FastEx,2025-12-23 00:00:00,2025-12-25 00:00:00,Delivered
O1175,C177,2025-11-12 00:00:00,Mumbai,ShipNow,2025-11-14 00:00:00,2025-11-14 00:00:00,Delivered
O1176,C96,2025-12-16 00:00:00,Nagpur,FastEx,2025-12-20 00:00:00,2025-12-20 00:00:00,Delivered
O1177,C105,2025-10-07 00:00:00,Indore,QuickShip,2025-10-11 00:00:00,2025-10-14 00:00:00,Delivered
O1178,C250,2025-11-20 00:00:00,Pune,QuickShip,2025-11-23 00:00:00,2025-11-25 00:00:00,Delivered
O1179,C117,2025-12-12 00:00:00,Nagpur,QuickShip,2025-12-16 00:00:00,2025-12-19 00:00:00,Delivered
O1180,C354,2025-11-01 00:00:00,Pune,ShipNow,2025-11-04 00:00:00,2025-11-04 00:00:00,Delivered
O1181,C228,2025-12-14 00:00:00,Mumbai,FastEx,2025-12-16 00:00:00,2025-12-17 00:00:00,Cancelled
O1182,C66,2025-10-08 00:00:00,Nagpur,QuickShip,2025-10-12 00:00:00,2025-10-17 00:00:00,RTO
O1183,C335,2025-12-26 00:00:00,Mumbai,QuickShip,2025-12-28 00:00:00,2025-12-30 00:00:00,Delivered
O1184,C262,2025-12-28 00:00:00,Pune,ShipNow,2025-12-30 00:00:00,2025-12-30 00:00:00,Delivered
O1185,C295,2025-12-11 00:00:00,Pune,FastEx,2025-12-13 00:00:00,2025-12-14 00:00:00,Delivered
O1186,C243,2025-11-14 00:00:00,Indore,ShipNow,2025-11-18 00:00:00,2025-11-21 00:00:00,Delivered
O1187,C371,2025-12-25 00:00:00,Pune,QuickShip,2025-12-28 00:00:00,2025-12-31 00:00:00,Delivered
O1188,C186,2025-11-28 00:00:00,Mumbai,FastEx,2025-12-02 00:00:00,2025-12-04 00:00:00,Delivered
O1189,C246,2025-10-04 00:00:00,Pune,QuickShip,2025-10-06 00:00:00,2025-10-08 00:00:00,Delivered
O1190,C125,2025-12-06 00:00:00,Indore,FastEx,2025-12-09 00:00:00,2025-12-11 00:00:00,Delivered
O1191,C268,2025-10-29 00:00:00,Indore,QuickShip,2025-10-31 00:00:00,2025-11-03 00:00:00,Delivered
O1192,C131,2025-10-29 00:00:00,Mumbai,ShipNow,2025-11-01 00:00:00,2025-11-03 00:00:00,Delivered
O1193,C237,2025-10-28 00:00:00,Nagpur,QuickShip,2025-11-01 00:00:00,2025-11-05 00:00:00,RTO
O1194,C18,2025-12-16 00:00:00,Pune,QuickShip,2025-12-19 00:00:00,2025-12-22 00:00:00,Delivered
O1195,C40,2025-12-18 00:00:00,Indore,QuickShip,2025-12-22 00:00:00,2025-12-26 00:00:00,RTO
O1196,C21,2025-12-26 00:00:00,Pune,FastEx,2025-12-28 00:00:00,2025-12-30 00:00:00,Delivered
O1197,C399,2025-11-13 00:00:00,Pune,FastEx,2025-11-16 00:00:00,2025-11-18 00:00:00,Delivered
O1198,C225,2025-12-29 00:00:00,Nagpur,QuickShip,2025-12-31 00:00:00,2026-01-02 00:00:00,Delivered
O1199,C355,2025-10-04 00:00:00,Indore,FastEx,2025-10-07 00:00:00,2025-10-10 00:00:00,Cancelled
O1200,C282,2025-12-29 00:00:00,Pune,FastEx,2026-01-02 00:00:00,2026-01-02 00:00:00,Delivered
O1201,C8,2025-10-09 00:00:00,Indore,QuickShip,2025-10-12 00:00:00,2025-10-15 00:00:00,Delivered
O1202,C100,2025-10-05 00:00:00,Mumbai,FastEx,2025-10-08 00:00:00,2025-10-09 00:00:00,Delivered
O1203,C240,2025-11-25 00:00:00,Mumbai,FastEx,2025-11-29 00:00:00,2025-12-01 00:00:00,Delivered
O1204,C87,2025-12-23 00:00:00,Pune,QuickShip,2025-12-27 00:00:00,2025-12-30 00:00:00,Delivered
O1205,C298,2025-11-19 00:00:00,Indore,FastEx,2025-11-23 00:00:00,2025-11-26 00:00:00,Cancelled
O1206,C14,2025-12-14 00:00:00,Pune,ShipNow,2025-12-17 00:00:00,2025-12-18 00:00:00,Delivered
O1207,C334,2025-10-15 00:00:00,Indore,ShipNow,2025-10-17 00:00:00,2025-10-20 00:00:00,Delivered
O1208,C2,2025-11-01 00:00:00,Indore,QuickShip,2025-11-04 00:00:00,2025-11-09 00:00:00,RTO
O1209,C375,2025-10-28 00:00:00,Nagpur,FastEx,2025-10-31 00:00:00,2025-11-01 00:00:00,Delivered
O1210,C293,2025-10-22 00:00:00,Nagpur,ShipNow,2025-10-24 00:00:00,2025-10-25 00:00:00,Delivered
O1211,C325,2025-10-17 00:00:00,Nagpur,ShipNow,2025-10-21 00:00:00,2025-10-21 00:00:00,Delivered
O1212,C41,2025-11-28 00:00:00,Pune,ShipNow,2025-12-01 00:00:00,2025-12-01 00:00:00,Cancelled
O1213,C318,2025-12-29 00:00:00,Nagpur,FastEx,2025-12-31 00:00:00,2026-01-03 00:00:00,Delivered
O1214,C316,2025-12-10 00:00:00,Nagpur,QuickShip,2025-12-14 00:00:00,2025-12-17 00:00:00,Delivered
O1215,C381,2025-11-26 00:00:00,Mumbai,ShipNow,2025-11-30 00:00:00,2025-12-02 00:00:00,Delivered
O1216,C111,2025-10-26 00:00:00,Indore,QuickShip,2025-10-29 00:00:00,2025-10-31 00:00:00,Delivered
O1217,C14,2025-10-25 00:00:00,Indore,QuickShip,2025-10-29 00:00:00,2025-11-01 00:00:00,Delivered
O1218,C231,2025-10-10 00:00:00,Nagpur,QuickShip,2025-10-14 00:00:00,2025-10-18 00:00:00,RTO
O1219,C84,2025-11-14 00:00:00,Indore,QuickShip,2025-11-16 00:00:00,2025-11-18 00:00:00,Delivered
O1220,C130,2025-12-22 00:00:00,Mumbai,FastEx,2025-12-24 00:00:00,2025-12-26 00:00:00,Delivered
O1221,C231,2025-10-11 00:00:00,Mumbai,QuickShip,2025-10-15 00:00:00,2025-10-18 00:00:00,Delivered
O1222,C326,2025-12-16 00:00:00,Nagpur,FastEx,2025-12-18 00:00:00,2025-12-21 00:00:00,Cancelled
O1223,C145,2025-11-22 00:00:00,Mumbai,QuickShip,2025-11-26 00:00:00,2025-11-30 00:00:00,RTO
O1224,C379,2025-12-11 00:00:00,Indore,FastEx,2025-12-14 00:00:00,2025-12-17 00:00:00,Delivered
O1225,C345,2025-12-07 00:00:00,Pune,QuickShip,2025-12-09 00:00:00,2025-12-11 00:00:00,Delivered
O1226,C28,2025-10-28 00:00:00,Indore,FastEx,2025-11-01 00:00:00,2025-11-04 00:00:00,Delivered
O1227,C66,2025-12-14 00:00:00,Pune,QuickShip,2025-12-18 00:00:00,2025-12-20 00:00:00,Delivered
O1228,C163,2025-12-04 00:00:00,Nagpur,ShipNow,2025-12-06 00:00:00,2025-12-06 00:00:00,Delivered
O1229,C229,2025-11-18 00:00:00,Pune,FastEx,2025-11-20 00:00:00,2025-11-20 00:00:00,Cancelled
O1230,C261,2025-11-16 00:00:00,Mumbai,FastEx,2025-11-19 00:00:00,2025-11-19 00:00:00,Cancelled
O1231,C164,2025-11-21 00:00:00,Indore,FastEx,2025-11-25 00:00:00,2025-11-27 00:00:00,Delivered
O1232,C301,2025-12-27 00:00:00,Pune,ShipNow,2025-12-30 00:00:00,2025-12-30 00:00:00,Delivered
O1233,C303,2025-11-23 00:00:00,Indore,QuickShip,2025-11-26 00:00:00,2025-11-29 00:00:00,Delivered
O1234,C287,2025-11-29 00:00:00,Nagpur,QuickShip,2025-12-02 00:00:00,2025-12-03 00:00:00,Delivered
O1235,C395,2025-11-26 00:00:00,Nagpur,FastEx,2025-11-28 00:00:00,2025-11-30 00:00:00,Delivered
O1236,C10,2025-11-16 00:00:00,Mumbai,QuickShip,2025-11-19 00:00:00,2025-11-22 00:00:00,Delivered
O1237,C195,2025-10-31 00:00:00,Nagpur,ShipNow,2025-11-02 00:00:00,2025-11-03 00:00:00,Delivered
O1238,C118,2025-11-15 00:00:00,Pune,ShipNow,2025-11-17 00:00:00,2025-11-17 00:00:00,Delivered
O1239,C270,2025-10-26 00:00:00,Nagpur,QuickShip,2025-10-29 00:00:00,2025-11-02 00:00:00,RTO
O1240,C80,2025-10-05 00:00:00,Mumbai,FastEx,2025-10-08 00:00:00,2025-10-10 00:00:00,Delivered
O1241,C93,2025-12-23 00:00:00,Indore,FastEx,2025-12-27 00:00:00,2025-12-29 00:00:00,Delivered
O1242,C266,2025-11-21 00:00:00,Indore,FastEx,2025-11-24 00:00:00,2025-11-25 00:00:00,Delivered
O1243,C332,2025-12-14 00:00:00,Nagpur,FastEx,2025-12-18 00:00:00,2025-12-20 00:00:00,Cancelled
O1244,C350,2025-11-23 00:00:00,Pune,FastEx,2025-11-26 00:00:00,2025-11-28 00:00:00,Delivered
O1245,C361,2025-11-02 00:00:00,Mumbai,FastEx,2025-11-05 00:00:00,2025-11-07 00:00:00,Delivered
O1246,C257,2025-11-19 00:00:00,Pune,FastEx,2025-11-22 00:00:00,2025-11-22 00:00:00,Cancelled
O1247,C133,2025-11-07 00:00:00,Mumbai,ShipNow,2025-11-10 00:00:00,2025-11-10 00:00:00,Delivered
